size,mflop
31,2688.47
32,3254.75
96,3683.04
97,3783.7
127,3692.55
128,1956
129,3827.86
191,2723.27
192,1975.87
229,2583.76
255,2562.03
256,960.547
257,2629.67
319,2576.91
320,1810.7
321,2618.95
417,2544.73
479,2172.56
480,1803.12
511,2522.89
512,933.325
639,1782.2
640,947.023
767,1207.55
768,922.81
769,985.573
1023,483.292
1024,453.625
1025,1102.81
1525,790.017
1526,803.247
1527,812.286
